target_id	length	eff_length	est_counts	tpm
KH.C1.1005.v2.A.SL2-1	2510	2304.88	0	0
KH.C1.1006.v1.A.ND1-1	274	99.8397	2	1.52183
KH.C1.1007.v1.A.ND1-1	1056	850.876	1.35999e-05	1.21425e-06
KH.C1.1007.v1.A.nonSL2-1	1079	873.876	82.8597	7.20331
KH.C1.1007.v1.R.ND1-1	1056	850.876	1.35999e-05	1.21425e-06
KH.C1.1008.v1.A.ND1-1	1845	1639.88	702.898	32.5627
KH.C1.1008.v1.R.ND1-1	1845	1639.88	702.898	32.5627
KH.C1.1008.v2.A.SL2-1	2045	1839.88	634.757	26.2094
KH.C1.1009.v1.A.SL1-1	2461	2255.88	1477	49.7398
KH.C1.101.v1.A.ND2-1	1454	1248.88	0	0
KH.C1.101.v1.A.SL1-1	1221	1015.88	0	0
KH.C1.101.v1.A.nonSL4-1	1479	1273.88	0	0
KH.C1.101.v1.A.nonSL5-1	1475	1269.88	0	0
KH.C1.101.v1.A.nonSL6-1	1360	1154.88	0	0
KH.C1.101.v1.R.ND2-1	1454	1248.88	0	0
KH.C1.101.v2.A.ND3-1	1396	1190.88	523.342	33.3855
KH.C1.101.v2.A.nonSL4-1	1416	1210.88	299.77	18.8073
KH.C1.101.v2.A.nonSL5-1	1412	1206.88	305.546	19.2332
KH.C1.101.v2.A.nonSL6-1	1297	1091.88	0	0
KH.C1.101.v2.R.ND3-1	1396	1190.88	523.342	33.3855
KH.C1.1010.v1.A.ND1-1	2591	2385.88	176.123	5.608
KH.C1.1011.v1.A.SL1-1	1588	1382.88	2172	119.321
KH.C1.1012.v1.A.SL1-1	1096	890.876	1953	166.542
KH.C1.1013.v1.A.ND1-1	720	515.27	4	0.589745
KH.C1.1014.v1.A.ND1-1	915	709.901	211.255	22.6073
KH.C1.1014.v1.A.SL13-1	811	605.979	3.92665	0.49227
KH.C1.1014.v1.A.SL19-1	54	11.6471	0	0
KH.C1.1014.v1.A.SL22-1	814	608.979	481.475	60.0634
KH.C1.1014.v1.A.SL4-1	754	549.135	0	0
KH.C1.1014.v1.A.SL6-1	876	670.911	6.11266e-07	6.92156e-08
KH.C1.1014.v1.A.SL7-1	887	681.906	0.00403109	0.000449093
KH.C1.1014.v1.A.nonSL10-1	855	649.919	0	0
KH.C1.1014.v1.A.nonSL11-1	889	683.906	0.000284622	3.16163e-05
KH.C1.1014.v1.A.nonSL12-1	904	698.901	0.00468801	0.000509578
KH.C1.1014.v1.A.nonSL14-1	841	635.95	0	0
KH.C1.1014.v1.A.nonSL15-1	844	638.95	0	0
KH.C1.1014.v1.A.nonSL16-1	846	640.95	0	0
KH.C1.1014.v1.A.nonSL17-1	888	682.906	0.000578323	6.43351e-05
KH.C1.1014.v1.A.nonSL18-1	850	644.928	0	0
KH.C1.1014.v1.A.nonSL2-1	896	690.901	215.225	23.6655
KH.C1.1014.v1.A.nonSL20-1	935	729.897	0	0
KH.C1.1014.v1.A.nonSL21-1	910	704.901	1.28175e-06	1.38138e-07
KH.C1.1014.v1.A.nonSL23-1	857	651.919	0	0
KH.C1.1014.v1.A.nonSL3-1	878	672.911	123.433	13.9352
KH.C1.1014.v1.A.nonSL5-1	898	692.901	428.956	47.0305
KH.C1.1014.v1.A.nonSL8-1	899	693.901	63.4647	6.94821
KH.C1.1014.v1.A.nonSL9-1	839	633.95	0	0
KH.C1.1014.v1.R.ND1-1	915	709.901	211.255	22.6073
KH.C1.1015.v1.A.ND1-1	699	494.407	1.03124	0.158458
KH.C1.1016.v1.A.SL3-1	4056	3850.88	49.7319	0.981103
KH.C1.1016.v2.A.SL2-1	4023	3817.88	1541.87	30.6807
KH.C1.1016.v3.A.SL2-2	866	660.919	54.3686	6.2494
KH.C1.1016.v4.A.SL1-1	3837	3631.88	40.0292	0.837307
KH.C1.1017.v1.A.SL1-1	4290	4084.88	181	3.36619
KH.C1.1018.v1.A.ND1-1	888	682.906	0	0
KH.C1.1018.v1.A.nonSL2-1	837	631.954	1	0.120214
KH.C1.1019.v1.A.SL1-1	2712	2506.88	8	0.242435
KH.C1.102.v1.A.ND2-1	1156	950.876	0	0
KH.C1.102.v1.A.SL4-1	1118	912.876	0	0
KH.C1.102.v2.A.ND1-1	1399	1193.88	0	0
KH.C1.102.v2.A.SL7-1	1413	1207.88	0	0
KH.C1.102.v2.A.nonSL5-1	1281	1075.88	0	0
KH.C1.102.v2.A.nonSL6-1	1268	1062.88	0	0
KH.C1.102.v2.R.ND1-1	1399	1193.88	0	0
KH.C1.102.v3.A.ND3-1	1305	1099.88	0	0
KH.C1.1020.v1.A.SL1-1	2837	2631.88	350	10.1028
KH.C1.1021.v1.A.ND1-1	2017	1811.88	7646	320.586
KH.C1.1022.v1.A.ND1-1	506	304.766	0	0
KH.C1.1022.v1.A.SL11-1	423	226.583	0	0
KH.C1.1022.v1.A.SL4-1	434	236.722	0	0
KH.C1.1022.v1.A.nonSL10-1	351	162.311	0	0
KH.C1.1022.v1.A.nonSL12-1	324	139.409	13	7.08421
KH.C1.1022.v1.A.nonSL13-1	376	184.049	0	0
KH.C1.1022.v1.A.nonSL14-1	331	145.332	0	0
KH.C1.1022.v1.A.nonSL15-1	327	141.966	0	0
KH.C1.1022.v1.A.nonSL16-1	357	167.503	0	0
KH.C1.1022.v1.A.nonSL17-1	391	197.384	0	0
KH.C1.1022.v1.A.nonSL18-1	408	212.871	0	0
KH.C1.1022.v1.A.nonSL19-1	389	195.621	0	0
KH.C1.1022.v1.A.nonSL2-1	393	199.232	0	0
KH.C1.1022.v1.A.nonSL20-1	374	182.274	0	0
KH.C1.1022.v1.A.nonSL21-1	363	172.752	0	0
KH.C1.1022.v1.A.nonSL3-1	337	150.437	0	0
KH.C1.1022.v1.A.nonSL5-1	335	148.719	0	0
KH.C1.1022.v1.A.nonSL6-1	388	194.728	0	0
KH.C1.1022.v1.A.nonSL7-1	336	149.575	0	0
KH.C1.1022.v1.A.nonSL8-1	361	170.997	0	0
KH.C1.1022.v1.A.nonSL9-1	333	147.048	0	0
KH.C1.1023.v1.A.SL1-1	2443	2237.88	13008	441.584
KH.C1.1024.v1.A.SL1-1	1554	1348.88	141.349	7.96084
KH.C1.1024.v1.A.SL2-1	1572	1366.88	2940.26	163.416
KH.C1.1025.v1.A.SL2-1	3879	3673.88	7438.91	153.824
KH.C1.1025.v2.A.ND1-1	3762	3556.88	2.54585	0.0543755
KH.C1.1025.v2.R.ND1-1	3762	3556.88	2.54585	0.0543755
KH.C1.1026.v1.A.ND1-1	2226	2020.88	0	0
KH.C1.1026.v1.A.SL2-1	2186	1980.88	1120.94	42.9897
KH.C1.1026.v1.A.SL3-1	740	535.186	0	0
KH.C1.1027.v1.A.ND1-1	2171	1965.88	45.2126	1.7472
KH.C1.1027.v1.A.nonSL2-1	1996	1790.88	0	0
KH.C1.1027.v1.A.nonSL3-1	2026	1820.88	200.719	8.37427
KH.C1.1027.v1.A.nonSL4-1	1985	1779.88	5.48515e-07	2.3412e-08
KH.C1.1027.v1.A.nonSL5-1	1991	1785.88	2.79305e-07	1.18814e-08
KH.C1.1027.v1.A.nonSL6-1	2002	1796.88	1.49026e-05	6.3006e-07
KH.C1.1027.v1.A.nonSL7-1	2019	1813.88	146.813	6.14888
KH.C1.1027.v1.A.nonSL8-1	1986	1780.88	4858.26	207.246
KH.C1.1028.v1.A.ND1-1	1220	1014.88	11	0.823414
KH.C1.1029.v1.A.SL1-1	3278	3072.88	2108	52.1152
KH.C1.103.v1.A.ND1-1	615	411.247	299.651	55.3544
KH.C1.1030.v1.A.ND1-1	1013	807.876	592	55.6693
KH.C1.1031.v1.A.ND2-1	701	496.407	0	0
KH.C1.1031.v1.A.SL1-1	643	438.872	0	0
KH.C1.1031.v1.A.nonSL10-1	690	485.456	0	0
KH.C1.1031.v1.A.nonSL11-1	664	459.654	93.0093	15.3721
KH.C1.1031.v1.A.nonSL12-1	645	440.846	0	0
KH.C1.1031.v1.A.nonSL13-1	648	443.813	0	0
KH.C1.1031.v1.A.nonSL14-1	636	431.974	1.71537	0.301674
KH.C1.1031.v1.A.nonSL15-1	685	480.476	0	0
KH.C1.1031.v1.A.nonSL16-1	640	435.933	9.63513e-06	1.6791e-06
KH.C1.1031.v1.A.nonSL3-1	673	468.567	0	0
KH.C1.1031.v1.A.nonSL4-1	694	489.437	0	0
KH.C1.1031.v1.A.nonSL5-1	672	467.577	1.36331e-08	2.21504e-09
KH.C1.1031.v1.A.nonSL6-1	634	429.997	748.16	132.181
KH.C1.1031.v1.A.nonSL7-1	679	474.511	0	0
KH.C1.1031.v1.A.nonSL8-1	683	478.492	0	0
KH.C1.1031.v1.A.nonSL9-1	663	458.678	0	0
KH.C1.1032.v1.A.SL1-1	2058	1852.88	0	0
KH.C1.1032.v1.A.SL2-1	2113	1907.88	7025	279.727
KH.C1.1033.v1.A.SL1-1	1614	1408.88	1003.3	54.1
KH.C1.1033.v1.A.SL2-1	1657	1451.88	15.5209	0.81213
KH.C1.1033.v1.A.SL3-1	1660	1454.88	270.177	14.1079
KH.C1.1034.v1.B.SL1-1	1695	1489.88	438.895	22.3795
KH.C1.1035.v1.A.SL1-1	764	559.091	0	0
KH.C1.1035.v1.A.SL2-1	892	686.901	0	0
KH.C1.1036.v1.A.ND1-1	611	407.291	0	0
KH.C1.1037.v1.A.SL1-1	3040	2834.88	0	0
KH.C1.1037.v2.A.SL2-1	2720	2514.88	135	4.07808
KH.C1.1038.v1.A.ND1-1	871	665.915	6	0.684496
KH.C1.1039.v1.A.SL1-1	2839	2633.88	0	0
KH.C1.1039.v1.A.SL2-1	2742	2536.88	0	0
KH.C1.1039.v1.A.SL8-1	2618	2412.88	0	0
KH.C1.1039.v1.A.nonSL10-1	2624	2418.88	0	0
KH.C1.1039.v1.A.nonSL11-1	2566	2360.88	6	0.193071
KH.C1.1039.v1.A.nonSL12-1	2619	2413.88	0	0
KH.C1.1039.v1.A.nonSL13-1	2626	2420.88	0	0
KH.C1.1039.v1.A.nonSL14-1	2601	2395.88	2.04111e-08	6.47203e-10
KH.C1.1039.v1.A.nonSL15-1	2627	2421.88	0	0
KH.C1.1039.v1.A.nonSL16-1	2607	2401.88	0	0
KH.C1.1039.v1.A.nonSL3-1	2629	2423.88	0	0
KH.C1.1039.v1.A.nonSL4-1	2625	2419.88	0	0
KH.C1.1039.v1.A.nonSL5-1	2605	2399.88	0	0
KH.C1.1039.v1.A.nonSL6-1	2621	2415.88	0	0
KH.C1.1039.v1.A.nonSL7-1	2659	2453.88	0	0
KH.C1.1039.v1.A.nonSL9-1	2623	2417.88	0	0
KH.C1.104.v1.A.SL1-1	1269	1063.88	1285	91.7594
KH.C1.1040.v1.A.SL1-1	847	641.95	1985.05	234.915
KH.C1.1040.v1.A.SL2-1	951	745.887	0	0
KH.C1.1040.v1.A.SL3-1	798	593.014	0	0
KH.C1.1040.v1.A.SL5-1	890	684.901	15.9458	1.76871
KH.C1.1040.v1.A.nonSL4-1	818	612.97	0	0
KH.C1.1041.v1.A.SL1-1	1463	1257.88	1863.01	112.516
KH.C1.1042.v1.A.nonSL2-1	550	347.39	1266.64	276.996
KH.C1.1042.v2.A.ND1-1	1231	1025.88	228.313	16.9073
KH.C1.1043.v1.A.ND1-1	3106	2900.88	1809.97	47.4002
KH.C1.1043.v1.A.SL1-1	3106	2900.88	1809.97	47.4002
KH.C1.1043.v2.A.SL2-1	2801	2595.88	0	0
KH.C1.1044.v1.A.SL1-1	2183	1977.88	3990	153.254
KH.C1.1045.v1.A.SL1-1	2408	2202.88	28.5731	0.985386
KH.C1.1045.v1.A.SL2-1	2415	2209.88	0.426876	0.0146748
KH.C1.1046.v1.A.SL1-1	4550	4344.88	4184	73.1565
KH.C1.1047.v1.A.ND1-1	322	137.743	0	0
KH.C1.1048.v1.A.ND1-1	1093	887.876	0	0
KH.C1.1048.v1.A.SL2-1	930	724.897	3	0.314401
KH.C1.1049.v1.A.ND1-1	991	785.882	0	0
KH.C1.1049.v1.A.SL4-1	987	781.882	0	0
KH.C1.1049.v2.A.ND2-1	964	758.887	0	0
KH.C1.1049.v2.A.nonSL3-1	972	766.887	0	0
KH.C1.1049.v2.R.ND2-1	964	758.887	0	0
KH.C1.105.v1.A.ND1-1	1557	1351.88	1048.34	58.9122
KH.C1.1050.v1.A.ND1-1	126	18.3643	0	0
KH.C1.1051.v1.A.SL1-1	5584	5378.88	0	0
KH.C1.1051.v2.A.SL2-1	1072	866.876	138.616	12.1477
KH.C1.1051.v3.A.SL3-1	1340	1134.88	0.00635289	0.000425267
KH.C1.1051.v4.A.SL4-1	5085	4879.88	818.378	12.7404
KH.C1.1052.v1.A.ND1-1	1797	1591.88	0.0283741	0.0013541
KH.C1.1052.v1.A.SL2-1	1799	1593.88	147.943	7.05146
KH.C1.1052.v1.R.ND1-1	1797	1591.88	0.0283741	0.0013541
KH.C1.1053.v1.A.ND1-1	1931	1725.88	0	0
KH.C1.1054.v1.A.SL1-1	3135	2929.88	5181	134.339
KH.C1.1055.v1.A.ND1-1	1192	986.876	10.0222	0.771509
KH.C1.1056.v1.A.ND1-1	2118	1912.88	8542	339.243
KH.C1.1057.v1.A.SL1-1	2025	1819.88	3742	156.207
KH.C1.1058.v1.A.SL1-1	2584	2378.88	2134	68.1493
KH.C1.1059.v1.A.ND1-1	2822	2616.88	1007	29.2338
KH.C1.106.v1.A.ND2-1	2166	1960.88	2	0.0774852
KH.C1.106.v2.A.ND1-1	2194	1988.88	1.38753e-08	5.29999e-10
KH.C1.1060.v1.A.ND1-1	1995	1789.88	177.615	7.53869
KH.C1.1061.v1.A.ND1-1	1471	1265.88	0	0
KH.C1.1062.v1.A.ND2-1	1510	1304.88	1011.28	58.8763
KH.C1.1062.v1.A.SL1-1	1470	1264.88	2780.04	166.971
KH.C1.1063.v1.A.SL1-1	1649	1443.88	56	2.94643
KH.C1.1064.v1.A.SL1-1	1816	1610.88	1379.69	65.0665
KH.C1.1065.v1.A.SL1-1	3121	2915.88	6551.79	170.699
KH.C1.1066.v1.A.SL1-1	1523	1317.88	194	11.1832
KH.C1.1066.v1.A.nonSL2-1	1425	1219.88	0	0
KH.C1.1066.v1.A.nonSL3-1	1450	1244.88	0	0
KH.C1.1066.v1.A.nonSL4-1	1429	1223.88	0	0
KH.C1.1067.v1.A.SL1-1	1030	824.876	1	0.0920979
KH.C1.1068.v1.B.ND1-1	1877	1671.88	1	0.0454396
KH.C1.1069.v1.A.ND1-1	848	642.941	8.48873	1.00302
KH.C1.107.v1.A.ND1-1	1859	1653.88	210.8	9.68293
KH.C1.1070.v1.A.ND1-1	723	518.249	13.6613	2.0026
KH.C1.1071.v1.A.ND1-1	949	743.887	10.32	1.05393
KH.C1.1072.v1.A.ND1-1	282	106.022	0	0
KH.C1.1072.v1.A.nonSL2-1	291	112.979	0	0
KH.C1.1072.v1.R.ND1-1	282	106.022	0	0
KH.C1.1073.v1.A.SL1-1	1225	1019.88	12.8528	0.957387
KH.C1.1074.v1.A.ND1-1	2453	2247.88	1532.5	51.7925
KH.C1.1074.v1.A.SL1-1	2453	2247.88	1532.5	51.7925
KH.C1.1075.v1.A.SL1-1	1570	1364.88	12.0786	0.672296
KH.C1.1075.v1.A.SL2-1	1344	1138.88	601.921	40.1515
KH.C1.1075.v1.A.SL3-1	1367	1161.88	0	0
KH.C1.1076.v1.A.SL1-1	3302	3096.88	1426.31	34.9887
KH.C1.1076.v1.A.SL2-1	3315	3109.88	6118.51	149.466
KH.C1.1076.v1.A.SL3-1	3298	3092.88	1205.12	29.6011
KH.C1.1077.v1.A.ND1-1	1631	1425.88	132.422	7.05531
KH.C1.1077.v1.A.nonSL2-1	1568	1362.88	207.811	11.5838
KH.C1.1077.v1.A.nonSL3-1	1565	1359.88	526.959	29.4386
KH.C1.1077.v2.A.ND1-1	1667	1461.88	94.7176	4.9222
KH.C1.1077.v2.A.nonSL2-1	1604	1398.88	145.649	7.90984
KH.C1.1077.v2.A.nonSL3-1	1601	1395.88	360.441	19.6167
KH.C1.1078.v1.A.ND1-1	2139	1933.88	25.5216	1.00258
KH.C1.1079.v1.A.ND2-1	2003	1797.88	3.48578	0.147292
KH.C1.1079.v1.A.SL4-1	1487	1281.88	26.1945	1.5524
KH.C1.1079.v1.A.SL5-1	1489	1283.88	3.31971	0.196434
KH.C1.1079.v1.A.nonSL3-1	1585	1379.88	0	0
KH.C1.1079.v1.A.nonSL6-1	1584	1378.88	0	0
KH.C1.1079.v2.A.ND1-1	1399	1193.88	0	0
KH.C1.1079.v3.A.SL7-1	815	609.979	0	0
KH.C1.108.v1.A.ND1-1	1216	1010.88	114.872	8.63289
KH.C1.108.v1.A.SL1-1	1216	1010.88	114.872	8.63289
KH.C1.108.v1.A.SL2-1	1194	988.876	499.255	38.3548
KH.C1.1080.v1.A.SL1-1	1086	880.876	0.000116678	1.00626e-05
KH.C1.1080.v1.A.SL2-1	1157	951.876	0	0
KH.C1.1080.v1.A.SL3-1	1117	911.876	0	0
KH.C1.1080.v1.A.SL4-1	1080	874.876	0.999883	0.0868243
KH.C1.1081.v1.A.SL1-1	2921	2715.88	5281	147.722
KH.C1.1082.v1.A.ND1-1	1583	1377.88	158.986	8.7657
KH.C1.1082.v1.A.nonSL2-1	1557	1351.88	820.014	46.0811
KH.C1.1083.v1.A.SL1-1	3916	3710.88	1187	24.3004
KH.C1.1084.v1.A.SL1-1	567	363.968	126	26.2994
KH.C1.1084.v1.A.nonSL2-1	538	335.607	0	0
KH.C1.1084.v1.A.nonSL3-1	536	333.667	0	0
KH.C1.1085.v1.A.SL1-1	3408	3202.88	424	10.0569
KH.C1.1085.v2.A.SL2-1	19	9	0	0
KH.C1.1086.v1.A.ND1-1	3522	3316.88	1081.2	24.7636
KH.C1.1086.v1.A.SL2-1	3528	3322.88	98.6083	2.25444
KH.C1.1086.v1.R.ND1-1	3522	3316.88	1081.2	24.7636
KH.C1.1087.v1.A.ND1-1	2199	1993.88	0	0
KH.C1.1088.v1.A.SL1-1	1554	1348.88	105	5.91365
KH.C1.1089.v1.A.ND1-1	1191	985.876	839.583	64.6964
KH.C1.109.v1.A.SL1-1	2106	1900.88	1484	59.3088
KH.C1.1090.v1.A.SL1-1	4388	4182.88	2061.32	37.4376
KH.C1.1091.v1.C.ND1-1	705	500.371	4	0.607305
KH.C1.1092.v1.A.ND1-1	1654	1448.88	248.379	13.0233
KH.C1.1092.v1.A.SL3-1	1549	1343.88	292.621	16.5419
KH.C1.1092.v1.A.nonSL2-1	1645	1439.88	0	0
KH.C1.1093.v1.A.ND2-1	2281	2075.88	19.6767	0.720094
KH.C1.1093.v1.R.ND2-1	2281	2075.88	19.6767	0.720094
KH.C1.1093.v2.A.ND1-1	2355	2149.88	0	0
KH.C1.1093.v2.R.ND1-1	2355	2149.88	0	0
KH.C1.1093.v3.A.SL3-1	2445	2239.88	0	0
KH.C1.1094.v1.A.SL1-1	1883	1677.88	457.312	20.7058
KH.C1.1095.v1.A.SL1-1	1707	1501.88	2289	115.784
KH.C1.1096.v1.A.ND1-1	2134	1928.88	5	0.196927
KH.C1.1097.v1.A.ND1-1	439	241.345	3	0.944324
KH.C1.1098.v1.B.ND1-1	2043	1837.88	0.972716	0.0402076
KH.C1.1098.v1.B.SL2-1	2047	1841.88	0.0545688	0.00225073
KH.C1.1098.v1.R.ND1-1	2043	1837.88	0.972716	0.0402076
KH.C1.1099.v1.A.SL1-1	2681	2475.88	3750	115.064
KH.C1.1099.v1.A.SL3-1	660	455.688	0	0
KH.C1.1099.v1.A.nonSL2-1	2131	1925.88	0	0
KH.C1.11.v1.A.SL1-5	1089	883.876	0	0
KH.C1.11.v1.A.nonSL2-5	1116	910.876	0	0
KH.C1.11.v2.A.SL1-3	2150	1944.88	7462.93	291.512
KH.C1.11.v2.A.nonSL2-3	2177	1971.88	873.095	33.6373
KH.C1.11.v3.A.SL1-4	506	304.766	0	0
KH.C1.11.v3.A.nonSL2-4	533	330.794	0	0
KH.C1.11.v4.A.SL1-1	899	693.901	8.9391	0.978667
KH.C1.11.v4.A.nonSL2-1	926	720.897	0.026002	0.00274014
KH.C1.11.v5.A.SL1-2	1400	1194.88	63.0101	4.00614
KH.C1.11.v5.A.nonSL2-2	1427	1221.88	1.99761	0.1242
KH.C1.110.v1.A.SL1-1	1981	1775.88	0	0
KH.C1.110.v1.A.SL2-1	1927	1721.88	254.16	11.2136
KH.C1.110.v2.A.SL1-2	1369	1163.88	0	0
KH.C1.110.v2.A.SL2-2	1315	1109.88	66.5313	4.55397
KH.C1.110.v3.A.SL3-2	655	450.724	0	0
KH.C1.110.v4.A.SL3-1	1207	1001.88	133.309	10.1084
KH.C1.1100.v1.A.ND1-1	3217	3011.88	98.6064	2.48718
KH.C1.1100.v1.A.SL2-1	3228	3022.88	0.787238	0.0197845
KH.C1.1100.v1.R.ND1-1	3217	3011.88	98.6064	2.48718
KH.C1.1101.v1.A.SL1-1	4036	3830.88	1848.37	36.6547
KH.C1.1101.v2.A.ND2-1	4190	3984.88	77.6275	1.47992
KH.C1.1102.v1.A.ND1-1	953	747.887	728.693	74.0198
KH.C1.1102.v2.A.SL2-1	700	495.407	302.307	46.3579
KH.C1.1103.v1.A.SL1-1	1359	1153.88	2657	174.933
KH.C1.1104.v1.A.SL1-1	1688	1482.88	3515.52	180.104
KH.C1.1105.v1.A.ND1-1	1333	1127.88	2	0.134712
KH.C1.1106.v1.A.SL1-1	1905	1699.88	1826.42	81.6246
KH.C1.1107.v1.A.ND1-1	2081	1875.88	0.134975	0.00546623
KH.C1.1107.v1.A.nonSL2-1	2106	1900.88	131.252	5.24554
KH.C1.1107.v1.A.nonSL3-1	2102	1896.88	2139.32	85.6793
KH.C1.1107.v1.A.nonSL4-1	2074	1868.88	10.7961	0.43886
KH.C1.1107.v1.A.nonSL5-1	2059	1853.88	724.826	29.7024
KH.C1.1107.v1.A.nonSL6-1	2054	1848.88	2532.41	104.055
KH.C1.1107.v1.R.ND1-1	2081	1875.88	0.134975	0.00546623
KH.C1.1108.v1.A.ND1-1	952	746.887	3	0.305144
KH.C1.1109.v1.A.SL1-1	3148	2942.88	48.1295	1.24245
KH.C1.1109.v1.A.SL2-1	3157	2951.88	0.841913	0.0216674
KH.C1.1109.v2.A.SL3-1	3028	2822.88	28.8235	0.7757
KH.C1.1109.v2.A.nonSL4-1	2879	2673.88	101.97	2.89713
KH.C1.1109.v2.A.nonSL6-1	2910	2704.88	2.37352e-05	6.66629e-07
KH.C1.1109.v3.A.SL5-1	1094	888.876	31.2355	2.6696
KH.C1.111.v1.A.SL1-1	1011	805.876	15.3886	1.45067
KH.C1.111.v2.A.SL1-2	3115	2909.88	11284.6	294.612
KH.C1.111.v3.A.SL3-2	2790	2584.88	0	0
KH.C1.111.v4.A.ND2-2	2956	2750.88	0	0
KH.C1.111.v4.R.ND2-2	2956	2750.88	0	0
KH.C1.111.v5.A.SL3-2	2892	2686.88	0	0
KH.C1.1110.v1.A.SL1-1	1720	1514.88	1155.74	57.9589
KH.C1.1110.v1.A.SL2-1	1711	1505.88	487.335	24.5854
KH.C1.1111.v1.A.ND1-1	496	295.179	13.1545	3.38554
KH.C1.1112.v1.A.ND1-1	1730	1524.88	221.18	11.0192
KH.C1.1112.v1.A.SL6-1	1661	1455.88	2677.2	139.7
KH.C1.1112.v1.A.nonSL2-1	1713	1507.88	1.38666e-07	6.98622e-09
KH.C1.1112.v1.A.nonSL3-1	1666	1460.88	28.497	1.48192
KH.C1.1112.v1.A.nonSL4-1	1716	1510.88	9.95951e-09	5.00781e-10
KH.C1.1112.v1.A.nonSL5-1	1138	932.876	0	0
KH.C1.1112.v1.A.nonSL7-1	1711	1505.88	8.04863e-07	4.06042e-08
KH.C1.1113.v1.A.ND1-1	1067	861.876	45.1279	3.97776
KH.C1.1114.v1.A.SL1-1	2361	2155.88	308.006	10.8536
KH.C1.1114.v1.A.SL2-1	2340	2134.88	1141.99	40.6378
KH.C1.1115.v1.A.ND1-1	1031	825.876	0	0
KH.C1.1116.v1.A.SL1-1	1125	919.876	0	0
KH.C1.1117.v1.A.SL1-2	1527	1321.88	631.611	36.2993
KH.C1.1117.v2.A.SL1-1	1373	1167.88	55.5963	3.61649
KH.C1.1118.v1.A.SL1-1	1449	1243.88	1700.08	103.832
KH.C1.1118.v2.A.SL2-1	827	621.966	366.317	44.7433
KH.C1.1119.v1.A.SL1-1	2874	2668.88	6799	193.533
KH.C1.112.v1.A.ND1-1	1225	1019.88	379	28.2313
KH.C1.112.v2.A.SL2-1	950	744.887	0	0
KH.C1.1120.v1.A.SL1-1	1051	845.876	249.288	22.3889
KH.C1.1120.v1.A.SL2-1	1067	861.876	968.712	85.3864
KH.C1.1121.v1.A.SL1-1	1546	1340.88	218	12.3511
KH.C1.1122.v1.A.ND1-1	1927	1721.88	0	0
KH.C1.1122.v1.A.SL2-1	1930	1724.88	0	0
